sales_rank,series_id,category,segment_label,total_sales_units,sales_share,cumulative_sales_share,mean_sales_units,median_sales_units,zero_share,outlier_share,coefficient_of_variation,trend_strength
1301,FOODS_2_058,FOODS,medium_noise,12149,0.0001815256711948673,0.854220347839882,43.701438848920866,44.0,0.0035971223021582736,0.01079136690647482,0.41637066626533253,1.3334994950524732
1302,HOUSEHOLD_1_468,HOUSEHOLD,stable,12144,0.00018145096312375243,0.8544017988030057,43.68345323741007,43.0,0.0,0.01079136690647482,0.2578848404506573,1.883562451770812
1303,FOODS_3_827,FOODS,intermittent,12142,0.0001814210798953065,0.854583219882901,43.67625899280576,0.0,0.5863309352517986,0.02877697841726619,1.4439343856107438,2.83427728679881
1304,HOUSEHOLD_1_078,HOUSEHOLD,medium_noise,12134,0.00018130154698152274,0.8547645214298825,43.64748201438849,48.0,0.12589928057553956,0.0,0.45959380395549926,1.1942135346833058
1305,HOBBIES_1_132,HOBBIES,medium_noise,12133,0.00018128660536729976,0.8549458080352498,43.643884892086334,50.0,0.16906474820143885,0.0,0.543260746055504,0.5257259150122295
1306,HOUSEHOLD_1_018,HOUSEHOLD,medium_noise,12132,0.0001812716637530768,0.8551270796990028,43.64028776978417,47.0,0.1906474820143885,0.0,0.635949601285925,3.1303247005125456
1307,HOBBIES_1_388,HOBBIES,medium_noise,12131,0.00018125672213885382,0.8553083364211417,43.63669064748201,45.0,0.05755395683453238,0.0,0.4635803170301677,0.2202976891276307
1308,FOODS_3_382,FOODS,intermittent,12128,0.00018121189729618491,0.8554895483184378,43.62589928057554,0.0,0.5755395683453237,0.01079136690647482,1.3952839335158154,2.5298954199346264
1309,FOODS_1_073,FOODS,medium_noise,12118,0.0001810624811539552,0.8556706107995917,43.589928057553955,45.0,0.06115107913669065,0.0,0.5041656642652497,0.41220354767442213
1310,FOODS_2_072,FOODS,medium_noise,12117,0.00018104753953973224,0.8558516583391315,43.5863309352518,45.0,0.07913669064748201,0.01079136690647482,0.670154524437436,0.5415858863649188
1311,FOODS_3_074,FOODS,medium_noise,12117,0.00018104753953973224,0.8560327058786712,43.5863309352518,51.0,0.39928057553956836,0.0,0.9127987984140765,2.9641173371972944
1312,HOUSEHOLD_1_269,HOUSEHOLD,medium_noise,12113,0.00018098777308284036,0.856213693651754,43.57194244604317,40.0,0.017985611510791366,0.007194244604316547,0.43593453919956815,2.1737084464433027
1313,FOODS_3_629,FOODS,medium_noise,12111,0.00018095788985439442,0.8563946515416084,43.564748201438846,39.0,0.0035971223021582736,0.017985611510791366,0.5332015496174567,0.3143365259887902
1314,HOBBIES_1_177,HOBBIES,medium_noise,12105,0.0001808682401690566,0.8565755197817775,43.5431654676259,56.0,0.2841726618705036,0.0,0.8167772658472128,0.6271635023121719
1315,HOBBIES_1_155,HOBBIES,intermittent,12088,0.0001806142327272661,0.8567561340145048,43.48201438848921,53.5,0.4568345323741007,0.0,0.9755450919028766,3.159281350118599
1316,HOUSEHOLD_1_224,HOUSEHOLD,medium_noise,12083,0.00018053952465615125,0.8569366735391609,43.46402877697842,47.0,0.12589928057553956,0.0,0.6613409526237882,0.17157600663789854
1317,FOODS_1_091,FOODS,medium_noise,12040,0.00017989703524456352,0.8571165705744055,43.30935251798561,52.0,0.2014388489208633,0.0,0.6536585798163757,1.3588766396557561
1318,HOBBIES_1_130,HOBBIES,medium_noise,12023,0.00017964302780277302,0.8572962136022083,43.24820143884892,40.0,0.0,0.0,0.3326202713372095,1.4846380277285163
1319,FOODS_3_606,FOODS,intermittent,11997,0.0001792545458329758,0.8574754681480413,43.15467625899281,22.5,0.43884892086330934,0.0,1.0617393871361887,2.610353101657196
1320,FOODS_3_483,FOODS,intermittent,11971,0.00017886606386317857,0.8576543342119045,43.06115107913669,2.5,0.4712230215827338,0.02877697841726619,1.2360168936911249,1.0339917990495673
1321,FOODS_3_031,FOODS,medium_noise,11936,0.0001783431073653746,0.8578326773192699,42.935251798561154,41.5,0.0,0.0,0.38824326774580203,2.5149363884917046
1322,FOODS_2_176,FOODS,medium_noise,11931,0.00017826839929425975,0.8580109457185642,42.91726618705036,44.0,0.03597122302158273,0.007194244604316547,0.4861524810666471,0.25625590767144885
1323,FOODS_1_146,FOODS,medium_noise,11915,0.00017802933346669223,0.8581889750520308,42.85971223021583,52.5,0.1906474820143885,0.0,0.7320727957949226,0.2903889985660389
1324,FOODS_1_049,FOODS,medium_noise,11902,0.0001778350924817936,0.8583668101445127,42.81294964028777,46.0,0.17266187050359713,0.0,0.6220059443696332,1.5824595995753712
1325,FOODS_3_084,FOODS,intermittent,11901,0.00017782015086757064,0.8585446302953802,42.80935251798561,0.0,0.5467625899280576,0.039568345323741004,1.5696587692973305,1.5727938021352346
1326,FOODS_3_759,FOODS,intermittent,11893,0.00017770061795378686,0.8587223309133339,42.780575539568346,39.5,0.4784172661870504,0.007194244604316547,1.089201759357363,2.4264992895702564
1327,FOODS_3_280,FOODS,medium_noise,11890,0.00017765579311111796,0.8588999867064451,42.76978417266187,42.0,0.0,0.01079136690647482,0.30541559872539664,0.9480167903018877
1328,FOODS_2_238,FOODS,medium_noise,11878,0.0001774764937404423,0.8590774632001855,42.726618705035975,45.5,0.38848920863309355,0.0,0.9821808301310934,2.439581894882942
1329,FOODS_3_625,FOODS,medium_noise,11867,0.00017731213598398964,0.8592547753361696,42.68705035971223,49.0,0.17266187050359713,0.0,0.5600780604806471,2.6382925781008457
1330,FOODS_2_338,FOODS,medium_noise,11858,0.0001771776614559829,0.8594319529976255,42.65467625899281,39.5,0.37410071942446044,0.0,1.0014458708007405,2.7115421196315284
1331,HOBBIES_1_010,HOBBIES,stable,11850,0.00017705812854219914,0.8596090111261677,42.62589928057554,42.0,0.0,0.007194244604316547,0.23969608131495618,1.5826943043902841
1332,HOUSEHOLD_1_166,HOUSEHOLD,medium_noise,11835,0.00017683400432885458,0.8597858451304966,42.57194244604317,42.0,0.08992805755395683,0.007194244604316547,0.6759790924948161,0.10284841828632561
1333,HOBBIES_1_237,HOBBIES,stable,11819,0.00017659493850128707,0.8599624400689979,42.514388489208635,42.0,0.0,0.0,0.26087098558133986,1.8930217883567744
1334,FOODS_2_062,FOODS,medium_noise,11816,0.00017655011365861814,0.8601389901826565,42.50359712230216,41.0,0.0,0.007194244604316547,0.3527518721414279,0.8988287436828761
1335,FOODS_1_065,FOODS,medium_noise,11775,0.00017593750747547636,0.860314927690132,42.356115107913666,46.0,0.09352517985611511,0.0,0.5461512755874045,1.1535104378751169
1336,HOUSEHOLD_1_241,HOUSEHOLD,medium_noise,11775,0.00017593750747547636,0.8604908651976074,42.356115107913666,50.0,0.20863309352517986,0.0,0.5604220802875282,2.2315510988701455
1337,HOUSEHOLD_2_369,HOUSEHOLD,medium_noise,11748,0.00017553408389145618,0.8606663992814989,42.2589928057554,44.5,0.02877697841726619,0.02877697841726619,0.3468178649311169,0.10074222044648277
1338,HOUSEHOLD_1_452,HOUSEHOLD,medium_noise,11744,0.0001754743174345643,0.8608418735989335,42.24460431654676,42.0,0.02158273381294964,0.0,0.5172646145219045,1.8225180661540286
1339,FOODS_3_775,FOODS,stable,11735,0.00017533984290655756,0.86101721344184,42.21223021582734,41.0,0.0,0.01079136690647482,0.22385246181906723,1.1485240751752233
1340,FOODS_3_465,FOODS,medium_noise,11707,0.00017492147770831437,0.8611921349195484,42.111510791366904,35.0,0.3669064748201439,0.007194244604316547,1.1263650562388305,0.7945840515310066
1341,HOUSEHOLD_2_512,HOUSEHOLD,stable,11707,0.00017492147770831437,0.8613670563972567,42.111510791366904,40.0,0.0,0.0035971223021582736,0.2746695752081736,0.41079827411434733
1342,HOBBIES_1_300,HOBBIES,medium_noise,11704,0.00017487665286564547,0.8615419330501224,42.10071942446043,46.5,0.12589928057553956,0.0,0.571922479113226,0.33548594542841587
1343,HOBBIES_1_350,HOBBIES,stable,11697,0.00017477206156608468,0.8617167051116885,42.07553956834533,41.0,0.0,0.007194244604316547,0.2261167249887958,0.41872829015640217
1344,HOUSEHOLD_1_105,HOUSEHOLD,medium_noise,11682,0.00017454793735274013,0.8618912530490412,42.02158273381295,41.0,0.02158273381294964,0.0035971223021582736,0.40644760241983735,1.7723257248379185
1345,HOUSEHOLD_1_058,HOUSEHOLD,intermittent,11679,0.0001745031125100712,0.8620657561615513,42.010791366906474,47.0,0.4676258992805755,0.0,1.020903689841509,2.5006525569889173
1346,HOUSEHOLD_2_349,HOUSEHOLD,medium_noise,11670,0.00017436863798206447,0.8622401247995334,41.97841726618705,42.0,0.03597122302158273,0.0035971223021582736,0.38194505000326145,1.0771608274694933
1347,FOODS_2_035,FOODS,intermittent,11661,0.00017423416345405774,0.8624143589629875,41.94604316546763,0.0,0.5539568345323741,0.02877697841726619,1.335076162201157,2.9337801289759375
1348,FOODS_1_128,FOODS,medium_noise,11660,0.00017421922183983476,0.8625885781848273,41.94244604316547,37.0,0.02158273381294964,0.02158273381294964,0.5132043654334921,1.2972538897029455
1349,FOODS_2_353,FOODS,medium_noise,11657,0.00017417439699716586,0.8627627525818244,41.931654676258994,43.0,0.03597122302158273,0.0,0.44768508700257253,0.11689653538554749
1350,HOBBIES_1_097,HOBBIES,stable,11651,0.00017408474731182803,0.8629368373291363,41.910071942446045,41.0,0.0,0.007194244604316547,0.2611006489497908,1.3802319120582718
1351,HOBBIES_1_154,HOBBIES,medium_noise,11638,0.00017389050632692942,0.8631107278354632,41.86330935251799,47.0,0.23741007194244604,0.0,0.6532201864961155,2.409314685640621
1352,FOODS_3_571,FOODS,medium_noise,11632,0.0001738008566415916,0.8632845286921047,41.84172661870504,41.0,0.11510791366906475,0.02158273381294964,0.8249238266714484,0.5162191268944141
1353,FOODS_3_050,FOODS,medium_noise,11625,0.0001736962653420308,0.8634582249574467,41.81654676258993,37.5,0.0,0.0,0.4908449283325523,3.0331238473514617
1354,FOODS_2_367,FOODS,medium_noise,11622,0.0001736514404993619,0.8636318763979461,41.805755395683455,38.5,0.0035971223021582736,0.014388489208633094,0.4680859449418563,2.366456773445902
1355,FOODS_3_536,FOODS,medium_noise,11586,0.00017311354238733496,0.8638049899403335,41.67625899280576,39.0,0.0,0.01079136690647482,0.36109153962209256,2.1015804289968307
1356,HOUSEHOLD_1_042,HOUSEHOLD,medium_noise,11572,0.00017290435978821337,0.8639778943001217,41.62589928057554,37.5,0.3057553956834532,0.0,1.0101337180335717,0.3472627184104277
1357,HOUSEHOLD_2_423,HOUSEHOLD,medium_noise,11571,0.0001728894181739904,0.8641507837182957,41.62230215827338,47.0,0.10071942446043165,0.0,0.5676560205313051,0.6365107329463452
1358,FOODS_1_064,FOODS,medium_noise,11559,0.00017271011880331475,0.8643234938370989,41.57913669064748,40.5,0.0,0.014388489208633094,0.32652965105105514,1.0086733175105562
1359,FOODS_3_043,FOODS,medium_noise,11556,0.00017266529396064585,0.8644961591310596,41.568345323741006,44.5,0.23741007194244604,0.0035971223021582736,0.8402570886617089,0.2364481996276099
1360,FOODS_2_001,FOODS,medium_noise,11551,0.000172590585889531,0.8646687497169491,41.55035971223022,34.5,0.0,0.039568345323741004,0.6425797316868739,2.362514075820542
1361,HOUSEHOLD_1_313,HOUSEHOLD,medium_noise,11551,0.000172590585889531,0.8648413403028385,41.55035971223022,43.0,0.17625899280575538,0.0,0.6755744997044919,0.7989510646617288
1362,FOODS_3_303,FOODS,stable,11545,0.00017250093620419318,0.8650138412390428,41.52877697841727,40.0,0.0,0.0035971223021582736,0.28509499604015265,1.525286133724582
1363,HOUSEHOLD_1_513,HOUSEHOLD,medium_noise,11542,0.00017245611136152425,0.8651862973504043,41.51798561151079,53.5,0.3489208633093525,0.0,0.9431535269249419,0.12164818948930002
1364,FOODS_3_748,FOODS,medium_noise,11537,0.0001723814032904094,0.8653586787536948,41.5,38.0,0.18705035971223022,0.007194244604316547,0.754509908369914,0.7030189590936423
1365,HOUSEHOLD_1_364,HOUSEHOLD,medium_noise,11534,0.0001723365784477405,0.8655310153321425,41.489208633093526,37.5,0.0,0.01079136690647482,0.4236254718448233,1.931928761949998
1366,FOODS_3_700,FOODS,medium_noise,11515,0.00017205268777750407,0.86570306801992,41.42086330935252,38.5,0.14028776978417265,0.0035971223021582736,1.020808808921647,0.20376099341968487
1367,HOBBIES_1_409,HOBBIES,medium_noise,11515,0.00017205268777750407,0.8658751207076976,41.42086330935252,42.0,0.0,0.0,0.3864083559027323,0.8325930462928094
1368,FOODS_2_230,FOODS,medium_noise,11502,0.00017185844679260546,0.8660469791544901,41.37410071942446,48.0,0.13309352517985612,0.0,0.7718683869698947,0.06529337624963817
1369,HOBBIES_1_231,HOBBIES,medium_noise,11492,0.00017170903065037574,0.8662186881851405,41.33812949640288,45.0,0.11151079136690648,0.0,0.41749665954180265,2.2678604727777545
1370,HOUSEHOLD_2_438,HOUSEHOLD,stable,11492,0.00017170903065037574,0.8663903972157908,41.33812949640288,42.0,0.02877697841726619,0.046762589928057555,0.29499397804741906,0.10419475385069354
1371,HOBBIES_1_252,HOBBIES,intermittent,11491,0.00017169408903615279,0.866562091304827,41.33453237410072,0.0,0.6690647482014388,0.01079136690647482,1.539803746201058,2.670091275794327
1372,FOODS_3_429,FOODS,intermittent,11488,0.00017164926419348386,0.8667337405690204,41.32374100719424,0.0,0.5503597122302158,0.02158273381294964,1.303923463997761,2.336211425921835
1373,HOUSEHOLD_1_280,HOUSEHOLD,medium_noise,11483,0.00017157455612236902,0.8669053151251428,41.305755395683455,49.0,0.23741007194244604,0.0,0.6595811396877268,2.5431494796584686
1374,HOUSEHOLD_1_181,HOUSEHOLD,stable,11477,0.0001714849064370312,0.8670768000315798,41.28417266187051,42.0,0.02158273381294964,0.04316546762589928,0.2855276832472246,0.16790221164109784
1375,FOODS_3_749,FOODS,medium_noise,11473,0.0001714251399801393,0.86724822517156,41.26978417266187,40.5,0.37050359712230213,0.0,1.012699543607218,0.12820664746603672
1376,HOUSEHOLD_1_156,HOUSEHOLD,intermittent,11448,0.00017105159962456506,0.8674192767711846,41.17985611510792,0.0,0.7122302158273381,0.014388489208633094,1.6250124690117076,2.596408545568279
1377,HOBBIES_1_249,HOBBIES,medium_noise,11441,0.00017094700832500425,0.8675902237795096,41.15467625899281,42.0,0.0,0.0,0.32506778806994885,2.7776801467464685
1378,HOBBIES_1_073,HOBBIES,stable,11431,0.00017079759218277456,0.8677610213716923,41.118705035971225,42.0,0.0,0.01079136690647482,0.1817302229088767,0.14419787676685875
1379,HOUSEHOLD_2_368,HOUSEHOLD,medium_noise,11431,0.00017079759218277456,0.8679318189638751,41.118705035971225,44.0,0.0035971223021582736,0.0,0.40047473254781146,0.9249505778095457
1380,HOUSEHOLD_1_248,HOUSEHOLD,medium_noise,11402,0.0001703642853703084,0.8681021832492454,41.014388489208635,44.5,0.2014388489208633,0.0,0.6400302660180825,0.9568408627712267
1381,HOUSEHOLD_1_395,HOUSEHOLD,medium_noise,11390,0.00017018498599963275,0.868272368235245,40.97122302158273,39.0,0.0035971223021582736,0.014388489208633094,0.5458514154997074,2.0409836718051606
1382,HOUSEHOLD_1_167,HOUSEHOLD,medium_noise,11344,0.00016949767174537613,0.8684418659069904,40.805755395683455,46.0,0.24100719424460432,0.0,0.6734307249500229,1.1967650028591257
1383,HOUSEHOLD_1_295,HOUSEHOLD,stable,11342,0.00016946778851693019,0.8686113336955072,40.798561151079134,40.0,0.0,0.007194244604316547,0.27652896818797157,1.3254829864066506
1384,FOODS_3_774,FOODS,medium_noise,11313,0.00016903448170446403,0.8687803681772117,40.694244604316545,47.0,0.10431654676258993,0.0,0.6097717917941199,0.5943726784189004
1385,HOUSEHOLD_2_037,HOUSEHOLD,medium_noise,11300,0.00016884024071956542,0.8689492084179313,40.64748201438849,44.0,0.0539568345323741,0.0,0.39615190290422914,0.1609185723239031
1386,HOUSEHOLD_1_160,HOUSEHOLD,medium_noise,11288,0.0001686609413488898,0.8691178693592803,40.60431654676259,38.0,0.29856115107913667,0.0035971223021582736,1.0866189119120009,0.8699187808455572
1387,HOBBIES_1_313,HOBBIES,stable,11273,0.00016843681713554523,0.8692863061764158,40.55035971223022,40.0,0.0,0.0,0.28120938020049024,1.5065071173171287
1388,HOBBIES_1_044,HOBBIES,medium_noise,11257,0.0001681977513079777,0.8694545039277237,40.492805755395686,37.0,0.0,0.014388489208633094,0.41841829185834095,2.6437426760447114
1389,HOBBIES_1_166,HOBBIES,intermittent,11257,0.0001681977513079777,0.8696227016790317,40.492805755395686,33.5,0.42805755395683454,0.0,1.01208071662515,1.2979691094481207
1390,FOODS_1_101,FOODS,medium_noise,11249,0.00016807821839419395,0.8697907798974258,40.46402877697842,38.0,0.04316546762589928,0.02158273381294964,0.5493909777969287,1.2683658413168966
1391,FOODS_1_138,FOODS,medium_noise,11249,0.00016807821839419395,0.86995885811582,40.46402877697842,48.5,0.21223021582733814,0.0035971223021582736,0.7266726288136511,0.5985353450151597
1392,HOBBIES_1_226,HOBBIES,medium_noise,11237,0.0001678989190235183,0.8701267570348434,40.42086330935252,48.0,0.22661870503597123,0.0,0.698358224589511,0.7082600049311675
1393,HOUSEHOLD_2_225,HOUSEHOLD,intermittent,11234,0.0001678540941808494,0.8702946111290243,40.410071942446045,0.0,0.5431654676258992,0.02158273381294964,1.2821116868835634,2.7543164902407824
1394,FOODS_2_167,FOODS,medium_noise,11232,0.00016782421095240345,0.8704624353399767,40.402877697841724,39.0,0.025179856115107913,0.0,0.4349837980762532,1.4879471503669164
1395,HOUSEHOLD_1_182,HOUSEHOLD,medium_noise,11226,0.00016773456126706562,0.8706301699012438,40.381294964028775,49.0,0.19424460431654678,0.0,0.6570810440828363,1.9349536242604992
1396,HOUSEHOLD_1_193,HOUSEHOLD,intermittent,11216,0.0001675851451248359,0.8707977550463686,40.34532374100719,0.0,0.6187050359712231,0.014388489208633094,1.3641813969257115,2.5037305279064848
1397,FOODS_3_612,FOODS,medium_noise,11215,0.00016757020351061295,0.8709653252498792,40.34172661870504,41.0,0.0539568345323741,0.0035971223021582736,0.46494610999329594,1.2494616731842576
1398,FOODS_3_153,FOODS,medium_noise,11208,0.00016746561221105214,0.8711327908620903,40.31654676258993,36.0,0.35251798561151076,0.0035971223021582736,1.0185831352009878,0.32078422782891064
1399,FOODS_3_314,FOODS,medium_noise,11208,0.00016746561221105214,0.8713002564743013,40.31654676258993,43.0,0.02158273381294964,0.0,0.6301436409361311,1.8371131860222298
1400,HOUSEHOLD_1_333,HOUSEHOLD,medium_noise,11197,0.00016730125445459947,0.871467557728756,40.276978417266186,34.0,0.039568345323741004,0.02158273381294964,0.5376203412470347,1.7148530586279171
1401,HOBBIES_1_356,HOBBIES,medium_noise,11195,0.00016727137122615353,0.8716348290999821,40.26978417266187,42.0,0.0,0.0,0.3401172404238746,0.46954065981158477
1402,HOBBIES_1_297,HOBBIES,medium_noise,11173,0.00016694265571324819,0.8718017717556954,40.19064748201439,44.0,0.04316546762589928,0.0,0.4057126820080785,0.08923114226565504
1403,FOODS_3_588,FOODS,intermittent,11164,0.00016680818118524146,0.8719685799368806,40.15827338129496,42.0,0.4856115107913669,0.0,1.033285268146674,3.147083949145491
1404,HOBBIES_1_355,HOBBIES,medium_noise,11164,0.00016680818118524146,0.8721353881180658,40.15827338129496,43.0,0.12949640287769784,0.0,0.5602064838225586,1.3919236343822494
1405,FOODS_2_122,FOODS,medium_noise,11160,0.00016674841472834957,0.8723021365327941,40.143884892086334,44.0,0.22661870503597123,0.0,0.6639971410612946,2.944818948259381
1406,HOUSEHOLD_2_509,HOUSEHOLD,stable,11150,0.00016659899858611986,0.8724687355313802,40.10791366906475,41.0,0.007194244604316547,0.014388489208633094,0.28307387913774645,0.9428141362628916
1407,HOUSEHOLD_2_084,HOUSEHOLD,medium_noise,11131,0.00016631510791588345,0.872635050639296,40.039568345323744,42.0,0.03237410071942446,0.0,0.5034133500388956,2.7675703721028984
1408,FOODS_3_058,FOODS,intermittent,11119,0.0001661358085452078,0.8728011864478412,39.99640287769784,35.5,0.4892086330935252,0.0,1.0431237254965022,2.9406303938557357
1409,HOBBIES_1_164,HOBBIES,stable,11106,0.00016594156756030918,0.8729671280154016,39.94964028776978,40.0,0.0,0.0,0.2363533567688935,0.5961980280849193
1410,FOODS_2_126,FOODS,medium_noise,11099,0.0001658369762607484,0.8731329649916623,39.92446043165467,45.0,0.09712230215827339,0.0,0.7395851860638298,0.4662457496114416
1411,FOODS_2_258,FOODS,medium_noise,11096,0.00016579215141807946,0.8732987571430804,39.9136690647482,41.0,0.07913669064748201,0.0,0.4271683411627388,0.7578229316203601
1412,HOUSEHOLD_1_305,HOUSEHOLD,medium_noise,11073,0.00016544849429095114,0.8734642056373713,39.830935251798564,43.0,0.1510791366906475,0.0,0.5025669798967025,1.353705802463779
1413,HOUSEHOLD_2_196,HOUSEHOLD,medium_noise,11071,0.00016541861106250522,0.8736296242484337,39.82374100719424,53.0,0.38848920863309355,0.0,0.8431281883316023,2.858916683923897
1414,FOODS_2_162,FOODS,medium_noise,11049,0.00016508989554959985,0.8737947141439834,39.74460431654676,40.0,0.24820143884892087,0.0,0.7791137678904694,2.7959668965828652
1415,HOUSEHOLD_1_097,HOUSEHOLD,medium_noise,11048,0.0001650749539353769,0.8739597890979187,39.7410071942446,38.5,0.0,0.0035971223021582736,0.36820503284972556,2.10895387012658
1416,HOUSEHOLD_1_003,HOUSEHOLD,medium_noise,11046,0.00016504507070693095,0.8741248341686256,39.73381294964029,46.0,0.3776978417266187,0.007194244604316547,0.9248013840098639,2.5151415224485794
1417,HOUSEHOLD_2_172,HOUSEHOLD,medium_noise,11038,0.00016492553779314718,0.8742897597064188,39.70503597122302,37.0,0.03597122302158273,0.0,0.4997575444690411,1.6854811739219717
1418,HOUSEHOLD_2_145,HOUSEHOLD,medium_noise,11029,0.00016479106326514046,0.8744545507696839,39.672661870503596,39.5,0.039568345323741004,0.0035971223021582736,0.43523072670630414,0.2193615480222421
1419,HOUSEHOLD_2_492,HOUSEHOLD,medium_noise,11024,0.0001647163551940256,0.8746192671248779,39.65467625899281,39.0,0.04316546762589928,0.0,0.35379498279227334,0.8142280282904993
1420,FOODS_1_116,FOODS,medium_noise,11015,0.00016458188066601886,0.874783849005544,39.62230215827338,45.0,0.1906474820143885,0.0,0.7465030628458601,0.27244096616909597
1421,HOUSEHOLD_1_531,HOUSEHOLD,medium_noise,11011,0.000164522114209127,0.8749483711197531,39.60791366906475,41.0,0.11870503597122302,0.0,0.5762889430373348,0.3054129907982536
1422,FOODS_2_301,FOODS,intermittent,10998,0.00016432787322422836,0.8751126989929773,39.56115107913669,0.0,0.5143884892086331,0.01079136690647482,1.121022634557834,2.7342435859220147
1423,FOODS_2_004,FOODS,intermittent,10993,0.00016425316515311352,0.8752769521581304,39.5431654676259,0.0,0.5035971223021583,0.007194244604316547,1.2682803369155051,2.2638871963568845
1424,HOBBIES_1_098,HOBBIES,medium_noise,10968,0.00016387962479753925,0.875440831782928,39.45323741007194,53.0,0.26258992805755393,0.0,0.7298872105693597,0.3985309700749535
1425,FOODS_1_167,FOODS,medium_noise,10959,0.00016374515026953252,0.8756045769331975,39.42086330935252,37.0,0.0,0.014388489208633094,0.340670031150305,2.0012688094550026
1426,FOODS_1_062,FOODS,medium_noise,10955,0.00016368538381264063,0.8757682623170101,39.406474820143885,37.0,0.0,0.025179856115107913,0.3667351417310958,0.9890589648147493
1427,HOUSEHOLD_1_099,HOUSEHOLD,medium_noise,10948,0.00016358079251307985,0.8759318431095232,39.381294964028775,39.0,0.0,0.0,0.34222024874902074,0.34937197602158865
1428,HOUSEHOLD_1_223,HOUSEHOLD,medium_noise,10930,0.0001633118434570664,0.8760951549529803,39.31654676258993,47.0,0.2589928057553957,0.0,0.771535695588412,0.37029716901452936
1429,FOODS_1_080,FOODS,medium_noise,10926,0.0001632520770001745,0.8762584070299805,39.302158273381295,40.0,0.0,0.0,0.3296444404585978,0.4712110761605892
1430,FOODS_1_059,FOODS,intermittent,10925,0.00016323713538595152,0.8764216441653664,39.298561151079134,49.0,0.44244604316546765,0.0,0.9803887230535449,3.1289217212932092
1431,FOODS_2_316,FOODS,medium_noise,10906,0.00016295324471571508,0.8765845974100821,39.23021582733813,16.5,0.35611510791366907,0.017985611510791366,1.2288697573800054,0.380025063539558
1432,FOODS_2_025,FOODS,medium_noise,10876,0.00016250499628902597,0.8767471024063711,39.12230215827338,38.0,0.01079136690647482,0.01079136690647482,0.4071650005723505,0.20292774782824166
1433,FOODS_3_717,FOODS,stable,10866,0.00016235558014679628,0.8769094579865179,39.0863309352518,38.0,0.0,0.0,0.2397374860999859,0.6413458265220172
1434,HOBBIES_1_264,HOBBIES,medium_noise,10837,0.00016192227333433013,0.8770713802598522,38.98201438848921,38.0,0.0,0.0035971223021582736,0.3525708215058249,1.6559643233039936
1435,FOODS_1_075,FOODS,medium_noise,10818,0.0001616383826640937,0.8772330186425163,38.9136690647482,34.0,0.09352517985611511,0.025179856115107913,0.9456419345166774,0.5265054965983725
1436,HOBBIES_1_079,HOBBIES,stable,10812,0.0001615487329787559,0.8773945673754951,38.89208633093525,39.5,0.0,0.0,0.2587019632026757,2.1940386387559965
1437,HOUSEHOLD_2_203,HOUSEHOLD,intermittent,10796,0.00016130966715118835,0.8775558770426464,38.83453237410072,48.0,0.4064748201438849,0.0,0.9124332362431852,2.8185264021760337
1438,FOODS_3_062,FOODS,medium_noise,10791,0.0001612349590800735,0.8777171120017264,38.81654676258993,35.5,0.01079136690647482,0.0035971223021582736,0.4638115105161746,2.1375763952013447
1439,HOUSEHOLD_1_158,HOUSEHOLD,medium_noise,10790,0.00016122001746585052,0.8778783320191923,38.81294964028777,45.0,0.18705035971223022,0.0,0.5195520686899674,2.0731596210007357
1440,HOUSEHOLD_2_256,HOUSEHOLD,medium_noise,10760,0.0001607717690391614,0.8780391037882315,38.70503597122302,42.5,0.1906474820143885,0.0,0.6283062107463897,1.3522459628308492
1441,HOBBIES_1_072,HOBBIES,medium_noise,10755,0.00016069706096804657,0.8781998008491995,38.68705035971223,38.0,0.007194244604316547,0.0035971223021582736,0.36908469443482994,0.16674273341484996
1442,HOBBIES_1_327,HOBBIES,medium_noise,10746,0.00016056258644003984,0.8783603634356395,38.65467625899281,49.0,0.26618705035971224,0.0,0.6420353749885236,2.3266242573992524
1443,FOODS_2_088,FOODS,medium_noise,10740,0.000160472936754702,0.8785208363723942,38.63309352517986,36.0,0.0,0.01079136690647482,0.4240796314439598,0.18528366650385006
1444,FOODS_2_237,FOODS,medium_noise,10725,0.00016024881254135745,0.8786810851849356,38.57913669064748,42.0,0.014388489208633094,0.0,0.4858383744712394,0.27441148575957935
1445,HOUSEHOLD_1_520,HOUSEHOLD,medium_noise,10716,0.00016011433801335073,0.8788411995229489,38.54676258992806,42.0,0.07553956834532374,0.0035971223021582736,0.6084514696536356,0.39239037638037566
1446,HOBBIES_1_266,HOBBIES,medium_noise,10711,0.00016003962994223586,0.8790012391528912,38.52877697841727,36.5,0.0,0.0035971223021582736,0.4200698409803043,0.11449717640515218
1447,FOODS_1_071,FOODS,medium_noise,10694,0.00015978562250044539,0.8791610247753916,38.46762589928058,41.0,0.38489208633093525,0.01079136690647482,0.9653205981165214,2.784428500916188
1448,FOODS_1_193,FOODS,intermittent,10692,0.00015975573927199944,0.8793207805146636,38.460431654676256,43.5,0.44244604316546765,0.0,0.9952737388876332,2.99999442626329
1449,FOODS_3_152,FOODS,intermittent,10691,0.00015974079765777646,0.8794805213123214,38.4568345323741,0.0,0.7014388489208633,0.02158273381294964,1.7231339238740524,1.9085030726372796
1450,FOODS_1_134,FOODS,intermittent,10685,0.00015965114797243863,0.8796401724602938,38.435251798561154,0.0,0.5143884892086331,0.014388489208633094,1.1168349515276017,2.783587953020032
